"split","label_id","class_name","subject_id","image_id","gender","glasses","reflection","lighting","sensor_id","label_provenance","image_rel"
"train","0","closed","s0001","00026","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00026_0_0_0_0_0_01.png"
"train","0","closed","s0001","00027","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00027_0_0_0_0_0_01.png"
"train","0","closed","s0001","00028","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00028_0_0_0_0_0_01.png"
"train","0","closed","s0001","00029","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00029_0_0_0_0_0_01.png"
"train","0","closed","s0001","00030","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00030_0_0_0_0_0_01.png"
"train","0","closed","s0001","00031","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00031_0_0_0_0_0_01.png"
"train","0","closed","s0001","00032","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00032_0_0_0_0_0_01.png"
"train","0","closed","s0001","00033","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00033_0_0_0_0_0_01.png"
"train","0","closed","s0001","00034","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00034_0_0_0_0_0_01.png"
"train","0","closed","s0001","00035","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00035_0_0_0_0_0_01.png"
"train","0","closed","s0001","00036","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00036_0_0_0_0_0_01.png"
"train","0","closed","s0001","00037","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00037_0_0_0_0_0_01.png"
"train","0","closed","s0001","00038","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00038_0_0_0_0_0_01.png"
"train","0","closed","s0001","00039","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00039_0_0_0_0_0_01.png"
"train","0","closed","s0001","00040","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00040_0_0_0_0_0_01.png"
"train","0","closed","s0001","00041","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00041_0_0_0_0_0_01.png"
"train","0","closed","s0001","00042","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00042_0_0_0_0_0_01.png"
"train","0","closed","s0001","00043","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00043_0_0_0_0_0_01.png"
"train","0","closed","s0001","00044","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00044_0_0_0_0_0_01.png"
"train","0","closed","s0001","00045","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00045_0_0_0_0_0_01.png"
"train","0","closed","s0001","00046","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00046_0_0_0_0_0_01.png"
"train","0","closed","s0001","00047","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00047_0_0_0_0_0_01.png"
"train","0","closed","s0001","00048","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00048_0_0_0_0_0_01.png"
"train","0","closed","s0001","00049","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00049_0_0_0_0_0_01.png"
"train","0","closed","s0001","00050","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00050_0_0_0_0_0_01.png"
"train","0","closed","s0001","00051","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00051_0_0_0_0_0_01.png"
"train","0","closed","s0001","00052","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00052_0_0_0_0_0_01.png"
"train","0","closed","s0001","00053","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00053_0_0_0_0_0_01.png"
"train","0","closed","s0001","00054","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00054_0_0_0_0_0_01.png"
"train","0","closed","s0001","00055","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00055_0_0_0_0_0_01.png"
"train","0","closed","s0001","00056","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00056_0_0_0_0_0_01.png"
"train","0","closed","s0001","00057","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00057_0_0_0_0_0_01.png"
"train","0","closed","s0001","00058","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00058_0_0_0_0_0_01.png"
"train","0","closed","s0001","00059","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00059_0_0_0_0_0_01.png"
"train","0","closed","s0001","00060","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00060_0_0_0_0_0_01.png"
"train","0","closed","s0001","00061","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00061_0_0_0_0_0_01.png"
"train","0","closed","s0001","00062","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00062_0_0_0_0_0_01.png"
"train","0","closed","s0001","00063","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00063_0_0_0_0_0_01.png"
"train","0","closed","s0001","00064","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00064_0_0_0_0_0_01.png"
"train","0","closed","s0001","00065","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00065_0_0_0_0_0_01.png"
"train","0","closed","s0001","00066","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00066_0_0_0_0_0_01.png"
"train","0","closed","s0001","00067","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00067_0_0_0_0_0_01.png"
"train","0","closed","s0001","00068","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00068_0_0_0_0_0_01.png"
"train","0","closed","s0001","00069","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00069_0_0_0_0_0_01.png"
"train","0","closed","s0001","00070","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00070_0_0_0_0_0_01.png"
"train","0","closed","s0001","00071","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00071_0_0_0_0_0_01.png"
"train","0","closed","s0001","00072","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00072_0_0_0_0_0_01.png"
"train","0","closed","s0001","00073","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00073_0_0_0_0_0_01.png"
"train","0","closed","s0001","00074","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00074_0_0_0_0_0_01.png"
"train","0","closed","s0001","00075","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00075_0_0_0_0_0_01.png"
"train","0","closed","s0001","00076","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00076_0_0_0_0_0_01.png"
"train","0","closed","s0001","00077","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00077_0_0_0_0_0_01.png"
"train","0","closed","s0001","00078","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00078_0_0_0_0_0_01.png"
"train","0","closed","s0001","00079","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00079_0_0_0_0_0_01.png"
"train","0","closed","s0001","00080","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00080_0_0_0_0_0_01.png"
"train","0","closed","s0001","00081","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00081_0_0_0_0_0_01.png"
"train","0","closed","s0001","00082","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00082_0_0_0_0_0_01.png"
"train","0","closed","s0001","00083","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00083_0_0_0_0_0_01.png"
"train","0","closed","s0001","00084","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00084_0_0_0_0_0_01.png"
"train","0","closed","s0001","00085","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00085_0_0_0_0_0_01.png"
"train","0","closed","s0001","00086","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00086_0_0_0_0_0_01.png"
"train","0","closed","s0001","00087","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00087_0_0_0_0_0_01.png"
"train","0","closed","s0001","00088","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00088_0_0_0_0_0_01.png"
"train","0","closed","s0001","00089","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00089_0_0_0_0_0_01.png"
"train","0","closed","s0001","00090","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00090_0_0_0_0_0_01.png"
"train","0","closed","s0001","00091","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00091_0_0_0_0_0_01.png"
"train","0","closed","s0001","00092","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00092_0_0_0_0_0_01.png"
"train","0","closed","s0001","00093","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00093_0_0_0_0_0_01.png"
"train","0","closed","s0001","00094","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00094_0_0_0_0_0_01.png"
"train","0","closed","s0001","00095","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00095_0_0_0_0_0_01.png"
"train","0","closed","s0001","00096","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00096_0_0_0_0_0_01.png"
"train","0","closed","s0001","00097","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00097_0_0_0_0_0_01.png"
"train","0","closed","s0001","00098","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00098_0_0_0_0_0_01.png"
"train","0","closed","s0001","00099","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00099_0_0_0_0_0_01.png"
"train","0","closed","s0001","00100","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00100_0_0_0_0_0_01.png"
"train","0","closed","s0001","00101","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00101_0_0_0_0_0_01.png"
"train","0","closed","s0001","00102","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00102_0_0_0_0_0_01.png"
"train","0","closed","s0001","00103","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00103_0_0_0_0_0_01.png"
"train","0","closed","s0001","00104","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00104_0_0_0_0_0_01.png"
"train","0","closed","s0001","00105","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00105_0_0_0_0_0_01.png"
"train","0","closed","s0001","00106","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00106_0_0_0_0_0_01.png"
"train","0","closed","s0001","00107","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00107_0_0_0_0_0_01.png"
"train","0","closed","s0001","00108","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00108_0_0_0_0_0_01.png"
"train","0","closed","s0001","00109","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00109_0_0_0_0_0_01.png"
"train","0","closed","s0001","00110","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00110_0_0_0_0_0_01.png"
"train","0","closed","s0001","00111","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00111_0_0_0_0_0_01.png"
"train","0","closed","s0001","00112","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00112_0_0_0_0_0_01.png"
"train","0","closed","s0001","00113","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00113_0_0_0_0_0_01.png"
"train","0","closed","s0001","00114","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00114_0_0_0_0_0_01.png"
"train","0","closed","s0001","00115","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00115_0_0_0_0_0_01.png"
"train","0","closed","s0001","00116","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00116_0_0_0_0_0_01.png"
"train","0","closed","s0001","00117","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00117_0_0_0_0_0_01.png"
"train","0","closed","s0001","00118","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00118_0_0_0_0_0_01.png"
"train","0","closed","s0001","00119","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00119_0_0_0_0_0_01.png"
"train","0","closed","s0001","00120","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00120_0_0_0_0_0_01.png"
"train","0","closed","s0001","00121","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00121_0_0_0_0_0_01.png"
"train","0","closed","s0001","00122","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00122_0_0_0_0_0_01.png"
"train","0","closed","s0001","00123","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00123_0_0_0_0_0_01.png"
"train","0","closed","s0001","00124","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00124_0_0_0_0_0_01.png"
"train","0","closed","s0001","00125","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00125_0_0_0_0_0_01.png"
"train","0","closed","s0001","00126","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00126_0_0_0_0_0_01.png"
"train","0","closed","s0001","00127","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00127_0_0_0_0_0_01.png"
"train","0","closed","s0001","00128","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00128_0_0_0_0_0_01.png"
"train","0","closed","s0001","00129","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00129_0_0_0_0_0_01.png"
"train","0","closed","s0001","00130","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00130_0_0_0_0_0_01.png"
"train","0","closed","s0001","00131","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00131_0_0_0_0_0_01.png"
"train","0","closed","s0001","00132","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00132_0_0_0_0_0_01.png"
"train","0","closed","s0001","00133","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00133_0_0_0_0_0_01.png"
"train","0","closed","s0001","00134","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00134_0_0_0_0_0_01.png"
"train","0","closed","s0001","00135","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00135_0_0_0_0_0_01.png"
"train","0","closed","s0001","00136","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00136_0_0_0_0_0_01.png"
"train","0","closed","s0001","00137","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00137_0_0_0_0_0_01.png"
"train","0","closed","s0001","00138","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00138_0_0_0_0_0_01.png"
"train","0","closed","s0001","00139","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00139_0_0_0_0_0_01.png"
"train","0","closed","s0001","00140","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00140_0_0_0_0_0_01.png"
"train","0","closed","s0001","00141","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00141_0_0_0_0_0_01.png"
"train","0","closed","s0001","00142","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00142_0_0_0_0_0_01.png"
"train","0","closed","s0001","00143","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00143_0_0_0_0_0_01.png"
"train","0","closed","s0001","00144","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00144_0_0_0_0_0_01.png"
"train","0","closed","s0001","00145","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00145_0_0_0_0_0_01.png"
"train","0","closed","s0001","00146","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00146_0_0_0_0_0_01.png"
"train","0","closed","s0001","00147","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00147_0_0_0_0_0_01.png"
"train","0","closed","s0001","00148","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00148_0_0_0_0_0_01.png"
"train","0","closed","s0001","00149","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00149_0_0_0_0_0_01.png"
"train","0","closed","s0001","00150","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00150_0_0_0_0_0_01.png"
"train","0","closed","s0001","00151","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00151_0_0_0_0_0_01.png"
"train","0","closed","s0001","00152","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00152_0_0_0_0_0_01.png"
"train","0","closed","s0001","00153","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00153_0_0_0_0_0_01.png"
"train","0","closed","s0001","00154","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00154_0_0_0_0_0_01.png"
"train","0","closed","s0001","00155","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00155_0_0_0_0_0_01.png"
"train","0","closed","s0001","00156","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00156_0_0_0_0_0_01.png"
"train","0","closed","s0001","00157","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00157_0_0_0_0_0_01.png"
"train","0","closed","s0001","00158","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00158_0_0_0_0_0_01.png"
"train","0","closed","s0001","00159","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00159_0_0_0_0_0_01.png"
"train","0","closed","s0001","00160","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00160_0_0_0_0_0_01.png"
"train","0","closed","s0001","00161","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00161_0_0_0_0_0_01.png"
"train","0","closed","s0001","00162","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00162_0_0_0_0_0_01.png"
"train","0","closed","s0001","00163","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00163_0_0_0_0_0_01.png"
"train","0","closed","s0001","00164","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00164_0_0_0_0_0_01.png"
"train","0","closed","s0001","00165","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00165_0_0_0_0_0_01.png"
"train","0","closed","s0001","00166","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00166_0_0_0_0_0_01.png"
"train","0","closed","s0001","00167","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00167_0_0_0_0_0_01.png"
"train","0","closed","s0001","00168","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00168_0_0_0_0_0_01.png"
"train","0","closed","s0001","00169","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00169_0_0_0_0_0_01.png"
"train","0","closed","s0001","00170","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00170_0_0_0_0_0_01.png"
"train","0","closed","s0001","00171","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00171_0_0_0_0_0_01.png"
"train","0","closed","s0001","00172","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00172_0_0_0_0_0_01.png"
"train","0","closed","s0001","00173","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00173_0_0_0_0_0_01.png"
"train","0","closed","s0001","00174","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00174_0_0_0_0_0_01.png"
"train","0","closed","s0001","00175","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00175_0_0_0_0_0_01.png"
"train","0","closed","s0001","00176","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00176_0_0_0_0_0_01.png"
"train","0","closed","s0001","00177","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00177_0_0_0_0_0_01.png"
"train","0","closed","s0001","00178","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00178_0_0_0_0_0_01.png"
"train","0","closed","s0001","00179","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00179_0_0_0_0_0_01.png"
"train","0","closed","s0001","00180","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00180_0_0_0_0_0_01.png"
"train","0","closed","s0001","00181","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00181_0_0_0_0_0_01.png"
"train","0","closed","s0001","00182","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00182_0_0_0_0_0_01.png"
"train","0","closed","s0001","00183","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00183_0_0_0_0_0_01.png"
"train","0","closed","s0001","00184","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00184_0_0_0_0_0_01.png"
"train","0","closed","s0001","00185","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00185_0_0_0_0_0_01.png"
"train","0","closed","s0001","00186","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00186_0_0_0_0_0_01.png"
"train","0","closed","s0001","00187","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00187_0_0_0_0_0_01.png"
"train","0","closed","s0001","00188","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00188_0_0_0_0_0_01.png"
"train","0","closed","s0001","00189","0","0","0","0","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00189_0_0_0_0_0_01.png"
"train","0","closed","s0001","00190","0","0","0","1","01","official_filename_metadata","data/dms/eye_state/images/train/closed/s0001_00190_0_0_0_0_1_01.png"
