"split","source_split","label_id","class_name","scene_image_id","seat_position","modality","label_provenance","image_rel"
"test","test","0","empty","141","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_141_seatPosition_2_GT_0.png"
"test","test","0","empty","145","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_145_seatPosition_0_GT_0.png"
"test","test","0","empty","147","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_147_seatPosition_0_GT_0.png"
"test","test","0","empty","150","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_150_seatPosition_2_GT_0.png"
"test","test","0","empty","151","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_151_seatPosition_0_GT_0.png"
"test","test","0","empty","152","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_152_seatPosition_2_GT_0.png"
"test","test","0","empty","153","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_153_seatPosition_0_GT_0.png"
"test","test","0","empty","155","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_155_seatPosition_0_GT_0.png"
"test","test","0","empty","157","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_157_seatPosition_2_GT_0.png"
"test","test","0","empty","163","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_163_seatPosition_0_GT_0.png"
"test","test","0","empty","164","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_164_seatPosition_0_GT_0.png"
"test","test","0","empty","165","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_165_seatPosition_0_GT_0.png"
"test","test","0","empty","166","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_166_seatPosition_2_GT_0.png"
"test","test","0","empty","167","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_167_seatPosition_0_GT_0.png"
"test","test","0","empty","168","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_168_seatPosition_2_GT_0.png"
"test","test","0","empty","171","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_171_seatPosition_0_GT_0.png"
"test","test","0","empty","177","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_177_seatPosition_0_GT_0.png"
"test","test","0","empty","179","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_179_seatPosition_2_GT_0.png"
"test","test","0","empty","17","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_17_seatPosition_0_GT_0.png"
"test","test","0","empty","181","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_181_seatPosition_2_GT_0.png"
"test","test","0","empty","182","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_182_seatPosition_2_GT_0.png"
"test","test","0","empty","183","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_183_seatPosition_0_GT_0.png"
"test","test","0","empty","189","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_189_seatPosition_2_GT_0.png"
"test","test","0","empty","191","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_191_seatPosition_2_GT_0.png"
"test","test","0","empty","194","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_194_seatPosition_2_GT_0.png"
"test","test","0","empty","196","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_196_seatPosition_2_GT_0.png"
"test","test","0","empty","197","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_197_seatPosition_0_GT_0.png"
"test","test","0","empty","19","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_19_seatPosition_0_GT_0.png"
"test","test","0","empty","200","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_200_seatPosition_0_GT_0.png"
"test","test","0","empty","212","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_212_seatPosition_2_GT_0.png"
"test","test","0","empty","215","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_215_seatPosition_2_GT_0.png"
"test","test","0","empty","217","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_217_seatPosition_2_GT_0.png"
"test","test","0","empty","219","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_219_seatPosition_2_GT_0.png"
"test","test","0","empty","222","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_222_seatPosition_0_GT_0.png"
"test","test","0","empty","225","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_225_seatPosition_2_GT_0.png"
"test","test","0","empty","227","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_227_seatPosition_2_GT_0.png"
"test","test","0","empty","229","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_229_seatPosition_2_GT_0.png"
"test","test","0","empty","230","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_230_seatPosition_2_GT_0.png"
"test","test","0","empty","231","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_231_seatPosition_2_GT_0.png"
"test","test","0","empty","234","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_234_seatPosition_0_GT_0.png"
"test","test","0","empty","237","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_237_seatPosition_0_GT_0.png"
"test","test","0","empty","239","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_239_seatPosition_0_GT_0.png"
"test","test","0","empty","241","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_241_seatPosition_2_GT_0.png"
"test","test","0","empty","243","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_243_seatPosition_0_GT_0.png"
"test","test","0","empty","245","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_245_seatPosition_0_GT_0.png"
"test","test","0","empty","245","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_245_seatPosition_2_GT_0.png"
"test","test","0","empty","246","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_246_seatPosition_0_GT_0.png"
"test","test","0","empty","24","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_24_seatPosition_2_GT_0.png"
"test","test","0","empty","253","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_253_seatPosition_2_GT_0.png"
"test","test","0","empty","254","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_254_seatPosition_2_GT_0.png"
"test","test","0","empty","256","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_256_seatPosition_2_GT_0.png"
"test","test","0","empty","258","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_258_seatPosition_0_GT_0.png"
"test","test","0","empty","263","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_263_seatPosition_2_GT_0.png"
"test","test","0","empty","265","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_265_seatPosition_2_GT_0.png"
"test","test","0","empty","268","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_268_seatPosition_2_GT_0.png"
"test","test","0","empty","275","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_275_seatPosition_0_GT_0.png"
"test","test","0","empty","277","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_277_seatPosition_2_GT_0.png"
"test","test","0","empty","279","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_279_seatPosition_2_GT_0.png"
"test","test","0","empty","282","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_282_seatPosition_0_GT_0.png"
"test","test","0","empty","286","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_286_seatPosition_2_GT_0.png"
"test","test","0","empty","287","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_287_seatPosition_2_GT_0.png"
"test","test","0","empty","28","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_28_seatPosition_2_GT_0.png"
"test","test","0","empty","293","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_293_seatPosition_2_GT_0.png"
"test","test","0","empty","298","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_298_seatPosition_2_GT_0.png"
"test","test","0","empty","29","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_29_seatPosition_0_GT_0.png"
"test","test","0","empty","2","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_2_seatPosition_2_GT_0.png"
"test","test","0","empty","300","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_300_seatPosition_2_GT_0.png"
"test","test","0","empty","302","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_302_seatPosition_0_GT_0.png"
"test","test","0","empty","303","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_303_seatPosition_2_GT_0.png"
"test","test","0","empty","306","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_306_seatPosition_2_GT_0.png"
"test","test","0","empty","309","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_309_seatPosition_0_GT_0.png"
"test","test","0","empty","311","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_311_seatPosition_0_GT_0.png"
"test","test","0","empty","312","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_312_seatPosition_2_GT_0.png"
"test","test","0","empty","316","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_316_seatPosition_0_GT_0.png"
"test","test","0","empty","318","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_318_seatPosition_2_GT_0.png"
"test","test","0","empty","324","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_324_seatPosition_2_GT_0.png"
"test","test","0","empty","325","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_325_seatPosition_0_GT_0.png"
"test","test","0","empty","329","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_329_seatPosition_0_GT_0.png"
"test","test","0","empty","329","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_329_seatPosition_2_GT_0.png"
"test","test","0","empty","333","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_333_seatPosition_2_GT_0.png"
"test","test","0","empty","334","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_334_seatPosition_0_GT_0.png"
"test","test","0","empty","335","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_335_seatPosition_2_GT_0.png"
"test","test","0","empty","340","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_340_seatPosition_2_GT_0.png"
"test","test","0","empty","343","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_343_seatPosition_2_GT_0.png"
"test","test","0","empty","346","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_346_seatPosition_0_GT_0.png"
"test","test","0","empty","347","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_347_seatPosition_2_GT_0.png"
"test","test","0","empty","348","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_348_seatPosition_2_GT_0.png"
"test","test","0","empty","349","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_349_seatPosition_2_GT_0.png"
"test","test","0","empty","351","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_351_seatPosition_2_GT_0.png"
"test","test","0","empty","353","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_353_seatPosition_2_GT_0.png"
"test","test","0","empty","354","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_354_seatPosition_2_GT_0.png"
"test","test","0","empty","358","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_358_seatPosition_2_GT_0.png"
"test","test","0","empty","361","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_361_seatPosition_0_GT_0.png"
"test","test","0","empty","362","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_362_seatPosition_2_GT_0.png"
"test","test","0","empty","363","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_363_seatPosition_2_GT_0.png"
"test","test","0","empty","367","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_367_seatPosition_2_GT_0.png"
"test","test","0","empty","369","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_369_seatPosition_0_GT_0.png"
"test","test","0","empty","36","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_36_seatPosition_2_GT_0.png"
"test","test","0","empty","370","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_370_seatPosition_0_GT_0.png"
"test","test","0","empty","371","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_371_seatPosition_2_GT_0.png"
"test","test","0","empty","374","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_374_seatPosition_0_GT_0.png"
"test","test","0","empty","37","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_37_seatPosition_2_GT_0.png"
"test","test","0","empty","380","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_380_seatPosition_2_GT_0.png"
"test","test","0","empty","381","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_381_seatPosition_2_GT_0.png"
"test","test","0","empty","385","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_385_seatPosition_2_GT_0.png"
"test","test","0","empty","390","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_390_seatPosition_0_GT_0.png"
"test","test","0","empty","390","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_390_seatPosition_2_GT_0.png"
"test","test","0","empty","396","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_396_seatPosition_2_GT_0.png"
"test","test","0","empty","3","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_3_seatPosition_2_GT_0.png"
"test","test","0","empty","408","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_408_seatPosition_2_GT_0.png"
"test","test","0","empty","410","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_410_seatPosition_2_GT_0.png"
"test","test","0","empty","415","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_415_seatPosition_2_GT_0.png"
"test","test","0","empty","416","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_416_seatPosition_0_GT_0.png"
"test","test","0","empty","418","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_418_seatPosition_0_GT_0.png"
"test","test","0","empty","418","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_418_seatPosition_2_GT_0.png"
"test","test","0","empty","421","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_421_seatPosition_2_GT_0.png"
"test","test","0","empty","425","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_425_seatPosition_0_GT_0.png"
"test","test","0","empty","426","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_426_seatPosition_2_GT_0.png"
"test","test","0","empty","431","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_431_seatPosition_2_GT_0.png"
"test","test","0","empty","432","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_432_seatPosition_2_GT_0.png"
"test","test","0","empty","433","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_433_seatPosition_2_GT_0.png"
"test","test","0","empty","438","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_438_seatPosition_2_GT_0.png"
"test","test","0","empty","440","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_440_seatPosition_2_GT_0.png"
"test","test","0","empty","441","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_441_seatPosition_0_GT_0.png"
"test","test","0","empty","444","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_444_seatPosition_0_GT_0.png"
"test","test","0","empty","449","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_449_seatPosition_2_GT_0.png"
"test","test","0","empty","452","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_452_seatPosition_2_GT_0.png"
"test","test","0","empty","453","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_453_seatPosition_0_GT_0.png"
"test","test","0","empty","458","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_458_seatPosition_0_GT_0.png"
"test","test","0","empty","459","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_459_seatPosition_2_GT_0.png"
"test","test","0","empty","460","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_460_seatPosition_2_GT_0.png"
"test","test","0","empty","463","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_463_seatPosition_0_GT_0.png"
"test","test","0","empty","464","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_464_seatPosition_2_GT_0.png"
"test","test","0","empty","466","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_466_seatPosition_0_GT_0.png"
"test","test","0","empty","467","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_467_seatPosition_2_GT_0.png"
"test","test","0","empty","476","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_476_seatPosition_2_GT_0.png"
"test","test","0","empty","47","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_47_seatPosition_0_GT_0.png"
"test","test","0","empty","481","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_481_seatPosition_0_GT_0.png"
"test","test","0","empty","484","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_484_seatPosition_2_GT_0.png"
"test","test","0","empty","487","0","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_487_seatPosition_0_GT_0.png"
"test","test","0","empty","487","2","synthetic_grayscale_ir","official_filename_and_class_folder","data/dms/rear_occupancy_sviro/images/test/empty/i3_test_imageID_487_seatPosition_2_GT_0.png"
