"split","label_id","class_name","subject_id","label_provenance","image_rel"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1070_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1074_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1075_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1076_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1083_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1084_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1086_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1088_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_108_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1090_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1097_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1098_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1100_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1103_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1105_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1106_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1112_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1115_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1129_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1133_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1136_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_113_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1141_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1142_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1146_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1149_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1151_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1153_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1158_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_115_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1161_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1165_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1167_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1169_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1171_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1173_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1174_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1175_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1180_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1181_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1182_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1187_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1194_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1196_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1201_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1210_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1213_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1214_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1215_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1218_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1219_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_121_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1225_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1227_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1228_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_122_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1233_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1237_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_123_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1240_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1243_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1245_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1247_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_124_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1250_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1256_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1257_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1260_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1263_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1264_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1266_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1267_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1268_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1269_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_126_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1270_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1271_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1272_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1273_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1279_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1282_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1283_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1284_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1285_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1289_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1293_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1294_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1296_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1301_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1303_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1304_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1308_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1311_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1315_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1317_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_131_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1320_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1321_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1323_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1324_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_132_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1332_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1337_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1341_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1343_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1353_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1354_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1357_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1359_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1363_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1365_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1366_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1367_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1369_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1370_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1378_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1388_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1391_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1394_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1395_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1403_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1404_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_140_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1416_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1419_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_141_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1421_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1423_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1426_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1429_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1432_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1435_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1436_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1440_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1446_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1447_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1449_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1452_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1455_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1456_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1458_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1459_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_145_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1462_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1474_notdrowsy.jpg"
"test","0","notdrowsy","001","derived_subset_folder_weak_label","data/dms/drowsiness_binary/images/test/notdrowsy/001_glasses_nonsleepyCombination_1477_notdrowsy.jpg"
